confounds_tsv	confounds_sha256	subject	session	task	run	run_label	acq	dir	preproc_bold_candidates_n	brain_mask_candidates_n	bold_json_candidates_n	preproc_bold	brain_mask	bold_json	n_vols_confounds	fd_valid_n	fd_mean	fd_median	fd_p95	fd_max	pct_fd_gt_0p2	pct_fd_gt_0p5	pct_fd_gt_1p0	n_fd_gt_0p2	n_fd_gt_0p5	n_fd_gt_1p0	dvars_column_used	dvars_valid_n	dvars_mean	dvars_median	dvars_p95	dvars_max	n_motion6_cols	n_motion24_cols_present	n_cosine_cols	n_acompcor_cols	n_motion_outlier_cols	n_nonsteady_cols	n_global_signal_cols	n_wm_csf_cols	motion_outliers_n_cols	motion_outliers_n_sum	motion_outlier_volumes_n	motion_outlier_volumes_pct	nonsteady_outliers_n_cols	nonsteady_outliers_n_sum	nonsteady_volumes_n	nonsteady_volumes_pct	n_acompcor_assumed_for_dof	estimated_nuisance_cols_for_dof	estimated_dof_after_nuisance	n_vols_nifti	tr_from_bold_json	motion_flag	nuisance_burden_flag	file_flag	analysis_decision	decision_reason	keep_main	sensitivity_exclude_candidate
<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-02_desc-confounds_timeseries.tsv	b1750dcc05afa1ebbeef03506601a2b0f797fac8f76c7f45848ea318235e9b5c	sub-02		heatpainwithregulationandratings	2	run-02			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-02_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.json	209	208	0.1148755133491545	0.100482973683333	0.24962612779438537	0.4652603702683547	10.096153846153847	0.0	0.0	21	0	0	std_dvars	208	1.4250781634615384	1.081286	3.2365203499999993	4.525148	6	24	5	48	56	0	4	8	56	56	56	26.794258373205743	0	0	0	0.0	5	90	118	209	2.0	OK	WARN_OUTLIER_BURDEN	OK	KEEP_WITH_WARNING	OK,WARN_OUTLIER_BURDEN,OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_desc-confounds_timeseries.tsv	f9bd929720d82473e91278e1ea1e8a3eb088bafd2ccea751dbb189a7a6713d5e	sub-02		heatpainwithregulationandratings	3	run-03			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.11605466550220198	0.1001153817533801	0.24059499528384468	0.395471711295933	12.105263157894736	0.0	0.0	23	0	0	std_dvars	190	1.3194298263157895	1.1102414999999999	2.634748199999998	4.120204	6	24	4	49	29	0	4	8	29	29	29	15.18324607329843	0	0	0	0.0	5	62	128	191	2.0	OK	OK	OK	KEEP	OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-04_desc-confounds_timeseries.tsv	3ced3bad2db4f7f3e8733168ad3dc05c79be54db450f60d2649ab611df3eee57	sub-02		heatpainwithregulationandratings	4	run-04			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-04_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.json	209	208	0.09750789016869425	0.08685782309735271	0.170009734827651	0.5332671112074303	3.3653846153846154	0.4807692307692308	0.0	7	1	0	std_dvars	208	1.1743591971153846	1.1478834999999998	1.4156533499999993	2.272595	6	24	5	50	7	0	4	8	7	7	7	3.349282296650718	0	0	0	0.0	5	41	167	209	2.0	OK	OK	OK	KEEP	OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-05_desc-confounds_timeseries.tsv	850eae7c6f327acca71dad3299c020d85015a75b5ff34ea0acdf949226a1ad7a	sub-02		heatpainwithregulationandratings	5	run-05			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-05_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.json	209	208	0.21406876316316736	0.1344581875499081	0.30597813296770493	5.119231395651142	18.75	3.8461538461538463	1.9230769230769231	39	8	4	std_dvars	208	1.2397857596153847	1.0144644999999999	1.7746958499999994	12.884007	6	24	5	7	18	0	4	8	18	18	18	8.61244019138756	0	0	0	0.0	5	52	156	209	2.0	WARN_FD_MEAN,SEVERE_FD_MAX	OK	OK	EXCLUDE	WARN_FD_MEAN,SEVERE_FD_MAX,OK,OK	False	True
<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-06_desc-confounds_timeseries.tsv	177ac0ae10c2d9aa73d3a3988ee8b61e446847b1b1f87fa8781718346c46d629	sub-02		heatpainwithregulationandratings	6	run-06			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-06_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.json	209	208	0.11758162518855651	0.0982259547216246	0.257204022787623	0.9701967587722926	8.173076923076923	0.9615384615384616	0.0	17	2	0	std_dvars	208	1.1689147692307693	1.121469	1.547602	2.557454	6	24	5	47	12	0	4	8	12	12	12	5.741626794258373	0	0	0	0.0	5	46	162	209	2.0	OK	OK	OK	KEEP	OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_desc-confounds_timeseries.tsv	3792fd76ca3d023a6cd8aed826110a5ae5e059b1945297bc5a055d7ae0f528b4	sub-02		heatpainwithregulationandratings	7	run-07			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.json	191	190	0.26828377726084734	0.19295595271125043	0.7692139714005826	1.311965945045666	46.8421052631579	10.526315789473683	1.5789473684210527	89	20	3	std_dvars	190	1.1509980684210528	0.991461	2.3771222999999995	4.305902	6	24	4	23	28	0	4	8	28	28	28	14.659685863874344	0	0	0	0.0	5	61	129	191	2.0	WARN_FD_MEAN,BAD_FD_GT_0.5	OK	OK	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	WARN_FD_MEAN,BAD_FD_GT_0.5,OK,OK	True	True
<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-08_desc-confounds_timeseries.tsv	9fb34688f99b1c99a660a954d153719bc1a2800c500b29d9c42c910c6b752636	sub-02		heatpainwithregulationandratings	8	run-08			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-08_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.json	209	208	0.18277789934412395	0.11435557986226845	0.3519255628928311	5.224243563272515	14.423076923076922	3.3653846153846154	1.4423076923076923	30	7	3	std_dvars	208	1.5414085048076924	1.351855	2.6448704	8.771577	6	24	5	28	73	0	4	8	73	73	73	34.92822966507177	0	0	0	0.0	5	107	101	209	2.0	SEVERE_FD_MAX	WARN_OUTLIER_BURDEN	OK	EXCLUDE	SEVERE_FD_MAX,WARN_OUTLIER_BURDEN,OK	False	True
<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-09_desc-confounds_timeseries.tsv	2bbdef23c75e541bdfeca84cd564d2a462734a788a9021eb3009286e152b024b	sub-02		heatpainwithregulationandratings	9	run-09			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-09_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.json	209	208	0.22415402955304303	0.1449815670660459	0.7266033850759928	1.5047037169616018	31.25	8.653846153846153	2.8846153846153846	65	18	6	std_dvars	208	1.036685533653846	0.91377	1.8560789499999988	3.437059	6	24	5	29	22	0	4	8	22	22	22	10.526315789473683	0	0	0	0.0	5	56	152	209	2.0	WARN_FD_MEAN,WARN_FD_GT_0.5	OK	OK	KEEP_WITH_WARNING	WARN_FD_MEAN,WARN_FD_GT_0.5,OK,OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-01_desc-confounds_timeseries.tsv	105529c262b04e1844270180b97524393504cd95382f697974ce4c6a2c789cfe	sub-03		heatpainwithregulationandratings	1	run-01			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-01_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.json	209	208	0.13418586606852873	0.1215805812080379	0.23805339065434628	0.7163202117143899	13.461538461538462	1.4423076923076923	0.0	28	3	0	std_dvars	208	1.586021735576923	1.227458	3.788264649999994	4.84319	6	24	5	42	58	0	4	8	58	58	58	27.751196172248804	0	0	0	0.0	5	92	116	209	2.0	OK	WARN_OUTLIER_BURDEN	OK	KEEP_WITH_WARNING	OK,WARN_OUTLIER_BURDEN,OK	True	False
<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-02_desc-confounds_timeseries.tsv	b3a37aa30602ec5c7df4b3cb370d44efcdce2ee9f5fe350f6b8ccf28ba96b450	sub-03		heatpainwithregulationandratings	2	run-02			1	2	1	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-02_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.json	209	208	0.16494137562593356	0.13834760118536	0.3414820494436121	1.9452611702202047	18.269230769230766	2.8846153846153846	0.9615384615384616	38	6	2	std_dvars	208	1.8629888509615382	1.423355	4.3769829499999995	4.552176	6	24	5	40	98	0	4	8	98	98	98	46.889952153110045	0	0	0	0.0	5	132	76	209	2.0	OK	HIGH_OUTLIER_BURDEN,WARN_LOW_ESTIMATED_DOF	OK	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	OK,HIGH_OUTLIER_BURDEN,WARN_LOW_ESTIMATED_DOF,OK	True	True
