path	review_unit	units_reviewed	review_method	status	notes
code/06_dcm/run_sessionwise_dcm_pipeline.m	lines	1015	Every source line reviewed; primary-function alignment, comments, generated names, paths, and public-language checks.	pass	
code/06_dcm/run_sessionwise_dcm_variant.m	lines	124	Every source line reviewed; primary-function alignment, comments, generated names, paths, and public-language checks.	pass	
code/06_dcm/validate_sessionwise_dcm_inputs.m	lines	119	Every source line reviewed; primary-function alignment, comments, generated names, paths, and public-language checks.	pass	
code/07_sensitivity_audits/README.md	lines	32	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
code/07_sensitivity_audits/compare_rating_controlled_coupling.py	lines	214	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
code/07_sensitivity_audits/run_down_regulation_attenuation_robustness.py	lines	322	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
code/07_sensitivity_audits/run_matched_coupling_controls.py	lines	1176	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
code/07_sensitivity_audits/run_neural_matched_passive_roi.py	lines	419	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
code/07_sensitivity_audits/run_nps_contrast_consistency_audit.py	lines	352	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
code/07_sensitivity_audits/run_nps_participant_influence_audit.py	lines	321	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
code/07_sensitivity_audits/run_passive_run_position_controls.py	lines	351	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
code/07_sensitivity_audits/run_roi_inference_qc.py	lines	384	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
code/07_sensitivity_audits/run_state_dependence_coupling_null_controls.py	lines	304	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
code/07_sensitivity_audits/run_state_dependence_sensitivity_controls.py	lines	731	Every source line reviewed; AST syntax, identifiers, comments, docstrings, argparse destinations, paths, and public-language checks.	pass	
docs/changelog.md	lines	11	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
docs/data_availability.md	lines	39	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
docs/evidence_hierarchy.md	lines	13	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
docs/generated_artifact_naming.tsv	rows	19	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	18 data rows; 4 columns.
docs/methods_reproducibility.md	lines	61	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
docs/naming_conventions.md	lines	25	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
docs/quality_assurance.md	lines	25	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
docs/rename_map.tsv	rows	95	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	94 data rows; 2 columns.
docs/reproducibility_workflows.md	lines	89	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
docs/sensitivity_audit_manifest.md	lines	12	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
requirements_analysis.txt	lines	11	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
requirements_coupling.txt	lines	4	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/behavior/behavior_order_carryover_report.md	lines	40	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/behavior/behavior_trials_data_dictionary.tsv	rows	73	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	72 data rows; 12 columns.
results/behavior/behavior_trials_master_clean.tsv.gz	rows	3202	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	3201 data rows; 72 columns.
results/behavior/behavior_trials_master_clean_qc.json	lines	369	Every text line reviewed and the complete JSON document parsed.	pass	
results/behavior/behavioral_computational_report.md	lines	65	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/behavior/brain_behavior_hierarchical_links.tsv	rows	109	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	108 data rows; 6 columns.
results/behavior/computational_model_comparison.tsv	rows	6	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5 data rows; 13 columns.
results/behavior/computational_model_loso_cv.tsv	rows	6	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5 data rows; 9 columns.
results/behavior/computational_model_nested_tests.tsv	rows	5	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4 data rows; 9 columns.
results/behavior/data_qc_summary.tsv	rows	15	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	14 data rows; 2 columns.
results/behavior/gee_sensitivity_models.json	lines	542	Every text line reviewed and the complete JSON document parsed.	pass	
results/behavior/habituation_time_effects.tsv	rows	19	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	18 data rows; 12 columns.
results/behavior/hierarchical_state_dependence_cluster_models.tsv	rows	12	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	11 data rows; 9 columns.
results/behavior/hierarchical_state_dependence_report.md	lines	37	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/behavior/hierarchical_up_down_state_contrasts.tsv	rows	5	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4 data rows; 7 columns.
results/behavior/manifest.json	lines	16	Every text line reviewed and the complete JSON document parsed.	pass	
results/behavior/mixedlm_random_effects_up.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 3 columns.
results/behavior/mixedlm_random_effects_up_expected_pain.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 4 columns.
results/behavior/mixedlm_state_dependence_models.tsv	rows	14	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	13 data rows; 11 columns.
results/behavior/order_effect_subject_tests.tsv	rows	7	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	6 data rows; 10 columns.
results/behavior/order_subject_level_tests.tsv	rows	10	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	9 data rows; 12 columns.
results/behavior/passive_baseline_model_summary.tsv	rows	5	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4 data rows; 7 columns.
results/behavior/post_regulation_carryover_subject_tests.tsv	rows	7	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	6 data rows; 14 columns.
results/behavior/post_regulation_carryover_trial_models.tsv	rows	13	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	12 data rows; 12 columns.
results/behavior/post_regulation_subject_summary.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 23 columns.
results/behavior/precision_subject_condition_sd.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 7 columns.
results/behavior/precision_tests.tsv	rows	3	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	2 data rows; 13 columns.
results/behavior/regulation_position_tests.tsv	rows	4	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	3 data rows; 14 columns.
results/behavior/regulation_success_subject_tests.tsv	rows	6	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5 data rows; 13 columns.
results/behavior/regulation_success_trial_cluster_tests.tsv	rows	4	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	3 data rows; 11 columns.
results/behavior/run_condition_order_map.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 5 columns.
results/behavior/subject_level_behavior_parameters.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 34 columns.
results/behavior/subject_regulation_order_summary.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 22 columns.
results/behavior/success_asymmetry_subject_tests.tsv	rows	5	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4 data rows; 13 columns.
results/behavior/success_asymmetry_trial_cluster_model.tsv	rows	5	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4 data rows; 11 columns.
results/behavior/success_definition_qc.tsv	rows	4	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	3 data rows; 11 columns.
results/behavior/task_validation_condition_effects.tsv	rows	15	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	14 data rows; 11 columns.
results/behavior/trial_table_order_carryover.tsv.gz	rows	3202	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	3201 data rows; 87 columns.
results/behavior/trialwise_behavior_latents.tsv	rows	3202	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	3201 data rows; 32 columns.
results/behavior/trialwise_success_formula_audit.tsv	rows	661	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	660 data rows; 14 columns.
results/glm/confound_strategy_summary.tsv	rows	289	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	288 data rows; 18 columns.
results/glm/first_level_run_inventory.tsv	rows	289	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	288 data rows; 52 columns.
results/glm/group_design_down_minus_passive_fe.tsv	rows	31	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	30 data rows; 2 columns.
results/glm/group_design_regulation_mean_minus_passive_fe.tsv	rows	27	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	26 data rows; 2 columns.
results/glm/group_design_stim_passive_fe.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 2 columns.
results/glm/group_design_up_minus_down_fe.tsv	rows	27	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	26 data rows; 2 columns.
results/glm/group_design_up_minus_passive_fe.tsv	rows	29	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	28 data rows; 2 columns.
results/glm/group_level_failures.tsv	rows	1	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	0 data rows; 25 columns.
results/glm/group_level_report.md	lines	72	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/glm/group_level_results.tsv	rows	21	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	20 data rows; 25 columns.
results/glm/group_subject_maps_down_minus_passive_fe.tsv	rows	31	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	30 data rows; 2 columns.
results/glm/group_subject_maps_regulation_mean_minus_passive_fe.tsv	rows	27	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	26 data rows; 2 columns.
results/glm/group_subject_maps_stim_passive_fe.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 2 columns.
results/glm/group_subject_maps_up_minus_down_fe.tsv	rows	27	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	26 data rows; 2 columns.
results/glm/group_subject_maps_up_minus_passive_fe.tsv	rows	29	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	28 data rows; 2 columns.
results/glm/pre_glm_failed.tsv	rows	1	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	0 data rows; 52 columns.
results/glm/pre_glm_inputs_report.md	lines	44	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/glm/pre_glm_run_qc.tsv	rows	289	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	288 data rows; 52 columns.
results/glm/robustness_summary.tsv	rows	16	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	15 data rows; 13 columns.
results/glm/sensitivity_sets.tsv	rows	289	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	288 data rows; 14 columns.
results/glm/subject_effect_inventory.tsv	rows	883	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	882 data rows; 10 columns.
results/glm/subject_motion_summary.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 15 columns.
results/preprocessing_qc/analysis_inclusion_table.tsv	rows	298	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	297 data rows; 19 columns.
results/preprocessing_qc/fmriprep_qc_report.md	lines	78	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/preprocessing_qc/high_motion_run_candidates.tsv	rows	135	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	134 data rows; 61 columns.
results/preprocessing_qc/high_motion_subject_candidates.tsv	rows	8	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	7 data rows; 24 columns.
results/preprocessing_qc/regulation_run_qc.tsv	rows	67	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	66 data rows; 61 columns.
results/preprocessing_qc/run_qc_fmriprep.tsv	rows	298	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	297 data rows; 61 columns.
results/preprocessing_qc/smoothing_report.md	lines	28	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/preprocessing_qc/subject_qc_summary.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 24 columns.
results/reporting/README.md	lines	10	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/reporting/figure_data/figure_01_panel_a_source_data.tsv	rows	3	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	2 data rows; 6 columns.
results/reporting/figure_data/figure_01_panels_b_c_source_data.tsv	rows	34	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	33 data rows; 4 columns.
results/reporting/figure_data/figure_02_panel_a_source_data.tsv	rows	6	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5 data rows; 6 columns.
results/reporting/figure_data/figure_02_panel_b_null_summary.tsv	rows	3	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	2 data rows; 11 columns.
results/reporting/figure_data/figure_02_panel_b_source_data.tsv	rows	4001	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4000 data rows; 5 columns.
results/reporting/figure_data/figure_03_panel_a_source_data.tsv	rows	8	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	7 data rows; 7 columns.
results/reporting/figure_data/figure_03_panel_b_source_data.tsv	rows	7	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	6 data rows; 5 columns.
results/reporting/figure_data/figure_04_panel_b_circular_shift_null.tsv	rows	5001	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5000 data rows; 3 columns.
results/reporting/figure_data/figure_04_panel_b_shared_source_null.tsv	rows	5001	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5000 data rows; 3 columns.
results/reporting/figure_data/figure_04_source_data.tsv	rows	10	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	9 data rows; 8 columns.
results/reporting/figure_data/supplementary_figure_01_panel_b_source_data.tsv	rows	298	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	297 data rows; 4 columns.
results/reporting/figure_data/supplementary_figure_01_panels_a_c_source_data.tsv	rows	36	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	35 data rows; 4 columns.
results/reporting/figure_data/supplementary_figure_02_source_data.tsv	rows	6	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5 data rows; 6 columns.
results/reporting/figure_data/supplementary_figure_03_source_data.tsv	rows	14	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	13 data rows; 4 columns.
results/reporting/figure_data/supplementary_figure_04_source_data.tsv	rows	7	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	6 data rows; 2 columns.
results/reporting/figure_data/supplementary_figure_05_panel_a_source_data.tsv	rows	5	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4 data rows; 4 columns.
results/reporting/figure_data/supplementary_figure_05_panel_b_source_data.tsv	rows	6	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5 data rows; 5 columns.
results/reporting/figure_data/supplementary_figure_06_source_data.tsv	rows	11	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	10 data rows; 6 columns.
results/reporting/figures/figure_01.pdf	pages	1	PDF openability, page count, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/figure_01.png	items	1	Binary image integrity, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/figure_02.pdf	pages	1	PDF openability, page count, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/figure_02.png	items	1	Binary image integrity, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/figure_03.pdf	pages	1	PDF openability, page count, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/figure_03.png	items	1	Binary image integrity, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/figure_04.pdf	pages	1	PDF openability, page count, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/figure_04.png	items	1	Binary image integrity, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_01.pdf	pages	1	PDF openability, page count, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_01.png	items	1	Binary image integrity, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_02.pdf	pages	1	PDF openability, page count, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_02.png	items	1	Binary image integrity, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_03.pdf	pages	1	PDF openability, page count, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_03.png	items	1	Binary image integrity, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_04.pdf	pages	1	PDF openability, page count, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_04.png	items	1	Binary image integrity, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_05.pdf	pages	1	PDF openability, page count, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_05.png	items	1	Binary image integrity, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_06.pdf	pages	1	PDF openability, page count, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/figures/supplementary_figure_06.png	items	1	Binary image integrity, canonical name, paired-format presence, and source-data mapping verified.	pass	
results/reporting/source_data_map.tsv	rows	30	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	29 data rows; 2 columns.
results/reporting/table_data/main_table_01_source_data.tsv	rows	7	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	6 data rows; 3 columns.
results/reporting/table_data/main_table_02_source_data.tsv	rows	10	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	9 data rows; 4 columns.
results/reporting/table_data/main_table_03_source_data.tsv	rows	8	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	7 data rows; 5 columns.
results/reporting/table_data/main_table_04_source_data.tsv	rows	11	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	10 data rows; 5 columns.
results/reporting/table_data/supplementary_table_s01_source_data.tsv	rows	5	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	4 data rows; 6 columns.
results/reporting/table_data/supplementary_table_s02_source_data.tsv	rows	6	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	5 data rows; 7 columns.
results/reporting/table_data/supplementary_table_s03_source_data.tsv	rows	15	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	14 data rows; 7 columns.
results/reporting/table_data/supplementary_table_s04a_source_data.tsv	rows	8	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	7 data rows; 7 columns.
results/reporting/table_data/supplementary_table_s04b_source_data.tsv	rows	3	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	2 data rows; 4 columns.
results/reporting/table_data/supplementary_table_s05_source_data.tsv	rows	7	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	6 data rows; 8 columns.
results/reporting/table_data/supplementary_table_s06_source_data.tsv	rows	17	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	16 data rows; 5 columns.
results/roi_signatures/hcpex_labels_parsed.tsv	rows	427	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	426 data rows; 6 columns.
results/roi_signatures/nps_condition_paired_tests.tsv	rows	43	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	42 data rows; 18 columns.
results/roi_signatures/nps_direct_effect_tests.tsv	rows	61	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	60 data rows; 18 columns.
results/roi_signatures/nps_integration_report.md	lines	14	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/roi_signatures/nps_original_style_replication_report.md	lines	33	Every text line reviewed for naming, portability, public tone, internal instructions, and local references.	pass	
results/roi_signatures/nps_original_style_summary.tsv	rows	7	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	6 data rows; 17 columns.
results/roi_signatures/nps_subject_condition_values.tsv	rows	185	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	184 data rows; 27 columns.
results/roi_signatures/nps_temperature_slope_tests.tsv	rows	43	All rows parsed; header and textual fields reviewed; rectangularity and UTF-8 decoding verified.	pass	42 data rows; 18 columns.
