subject	run	analysis_decision	sensitivity_exclude_candidate	pre_glm_decision	pre_glm_flag	bold_smoothed	bold_unsmoothed	brain_mask	events_long	events_stim	confounds_glm	main_include	strict_sensitivity_include
sub-02	2	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-02/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-02/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-02/confounds_standard.tsv	True	True
sub-02	3	KEEP	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-03/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-03/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-03/confounds_standard.tsv	True	True
sub-02	4	KEEP	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-04/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-04/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-04/confounds_standard.tsv	True	True
sub-02	6	KEEP	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-06/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-06/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-06/confounds_standard.tsv	True	True
sub-02	7	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-07/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-07/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-07/confounds_standard.tsv	True	False
sub-02	9	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-02/func/sub-02_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-09/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-09/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-02/run-09/confounds_standard.tsv	True	True
sub-03	1	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-01/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-01/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-01/confounds_standard.tsv	True	True
sub-03	2	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-02/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-02/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-02/confounds_standard.tsv	True	False
sub-03	3	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-03/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-03/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-03/confounds_standard.tsv	True	True
sub-03	4	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-04/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-04/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-04/confounds_standard.tsv	True	False
sub-03	5	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-05_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-05/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-05/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-05/confounds_standard.tsv	True	False
sub-03	6	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-06_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-06/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-06/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-06/confounds_standard.tsv	True	True
sub-03	7	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-07_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-07/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-07/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-07/confounds_standard.tsv	True	True
sub-03	8	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-08_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-08/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-08/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-08/confounds_standard.tsv	True	False
sub-03	9	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-03/func/sub-03_task-heatpainwithregulationandratings_run-09_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-09/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-09/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-03/run-09/confounds_standard.tsv	True	True
sub-04	1	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-01_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-01/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-01/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-01/confounds_standard.tsv	True	False
sub-04	2	KEEP_FOR_MAIN_BUT_SENSITIVITY_EXCLUDE_CANDIDATE	True	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-02_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-02/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-02/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-02/confounds_standard.tsv	True	False
sub-04	3	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-03_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-03/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-03/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-03/confounds_standard.tsv	True	True
sub-04	4	KEEP_WITH_WARNING	False	READY	OK	<PROJECT_ROOT>/derivatives/smoothed_fwhm6/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-smoothedFWHM6_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz	<PROJECT_ROOT>/derivatives/fmriprep/sub-04/func/sub-04_task-heatpainwithregulationandratings_run-04_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-04/events_long.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-04/events_stim.tsv	<PROJECT_ROOT>/derivatives/first_level_inputs_analysis/sub-04/run-04/confounds_standard.tsv	True	True
